frobenius_matrices|good_primes|kernel_polynomial|label|projective_kernel_polynomial
{{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0},{1,0,0,1},{0,1,1,0}}|{3,5,11,13,17,19,23,29,31,37,41,43,47,53,59,67,71,73,79,83,89,97}|{11,-5,-1,1}|2.2.427.1|{11,-5,-1,1}
{{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,1},{0,1,1,0}}|{3,5,11,13,17,19,23,29,31,37,41,43,47,53,59,67,71,73,79,83,89,97}|{-2,-8,-1,1}|2.2.427.2|{-2,-8,-1,1}
{{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{1,0,0,1},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,1},{1,0,0,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,1}}|{3,5,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-8,-1,0,1}|2.2.431.1|{-8,-1,0,1}
{{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,0},{1,0,0,1},{0,1,1,0},{0,1,1,1},{0,1,1,1},{1,0,0,1},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,1}}|{3,5,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{34,-18,-1,1}|2.2.449.2|{34,-18,-1,1}
{{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,1},{1,0,0,1},{1,0,0,1},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,1},{0,1,1,1},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,0}}|{3,5,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-8,1,0,1}|2.2.433.1|{-8,1,0,1}
{{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,1},{1,0,0,1},{0,1,1,1}}|{7,11,13,17,19,23,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-15,-5,-1,1}|2.2.435.1|{-15,-5,-1,1}
{{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,1},{1,0,0,1},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,1},{1,0,0,1},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,1},{0,1,1,1},{0,1,1,1}}|{3,5,7,11,13,17,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-14,-13,0,1}|2.2.437.1|{-14,-13,0,1}
{{0,1,1,0},{1,0,0,1},{0,1,1,1},{0,1,1,1},{0,1,1,1},{0,1,1,0},{1,0,0,1},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,0}}|{3,5,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{5,-2,-1,1}|2.2.439.1|{5,-2,-1,1}
{{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,1},{1,0,0,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,1},{1,0,0,1},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,1},{1,0,0,1},{1,0,0,1},{0,1,1,1},{0,1,1,0},{1,0,0,1},{0,1,1,0},{0,1,1,1},{0,1,1,0}}|{3,5,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{7,3,-1,1}|2.2.443.1|{7,3,-1,1}
{{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,1},{0,1,1,1},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,1},{1,0,0,1},{1,0,0,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,0}}|{3,5,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{8,-12,-1,1}|2.2.443.2|{8,-12,-1,1}
{{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,0},{1,0,0,1},{0,1,1,1},{0,1,1,0},{1,0,0,1},{0,1,1,0},{0,1,1,0},{0,1,1,1},{1,0,0,1},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,1},{1,0,0,1},{0,1,1,1},{0,1,1,0}}|{3,5,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-24,8,-1,1}|2.2.443.3|{-24,8,-1,1}
{{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0},{1,0,0,1},{1,0,0,1},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,0}}|{3,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,97}|{31,-11,-1,1}|2.2.445.1|{31,-11,-1,1}
{{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,1},{1,0,0,1},{0,1,1,1},{0,1,1,0},{1,0,0,1},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,1},{0,1,1,1},{0,1,1,0}}|{5,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{3,-15,-1,1}|2.2.447.1|{3,-15,-1,1}
{{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{1,0,0,1},{1,0,0,1},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,1}}|{3,5,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{34,2,-1,1}|2.2.449.1|{34,2,-1,1}
{{0,1,1,0},{0,1,1,1},{0,1,1,1},{1,0,0,1},{0,1,1,1},{0,1,1,1},{0,1,1,1},{0,1,1,1},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0},{1,0,0,1},{0,1,1,0},{0,1,1,0},{0,1,1,0}}|{3,5,7,13,17,19,23,29,31,37,43,47,53,59,61,67,71,73,79,83,89,97}|{8,-5,-1,1}|2.2.451.1|{8,-5,-1,1}
{{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,0},{1,0,0,1},{0,1,1,1}}|{5,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-2,8,-1,1}|2.2.453.1|{-2,8,-1,1}
{{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{1,0,0,1},{1,0,0,1},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,1},{1,0,0,1}}|{5,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-2,-10,-1,1}|2.2.453.2|{-2,-10,-1,1}
{{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,1},{1,0,0,1},{0,1,1,1},{1,0,0,1},{0,1,1,0},{0,1,1,1},{1,0,0,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,0},{1,0,0,1},{1,0,0,1},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0}}|{3,5,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-2,10,-1,1}|2.2.457.1|{-2,10,-1,1}
{{1,0,0,1},{0,1,1,1},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,1},{1,0,0,1},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,1},{1,0,0,1},{1,0,0,1},{0,1,1,1},{0,1,1,1},{1,0,0,1}}|{3,5,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-18,-7,0,1}|2.2.461.1|{-18,-7,0,1}
{{0,1,1,1},{0,1,1,0},{1,0,0,1},{0,1,1,1},{0,1,1,1},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0}}|{5,7,11,13,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-8,3,0,1}|2.2.459.1|{-8,3,0,1}
{{0,1,1,1},{0,1,1,0},{0,1,1,1},{1,0,0,1},{0,1,1,1},{1,0,0,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{1,0,0,1},{1,0,0,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0}}|{5,7,11,13,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-6,6,0,1}|2.2.459.2|{-6,6,0,1}
{{1,0,0,1},{0,1,1,0},{0,1,1,1},{0,1,1,1},{1,0,0,1},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0}}|{5,7,11,13,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-10,-6,0,1}|2.2.459.3|{-10,-6,0,1}
{{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,1},{1,0,0,1},{0,1,1,0},{1,0,0,1},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,0}}|{5,7,11,13,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-24,-6,0,1}|2.2.459.4|{-24,-6,0,1}
{{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,1},{1,0,0,1},{0,1,1,1},{0,1,1,0},{1,0,0,1},{0,1,1,1},{0,1,1,1},{0,1,1,1},{0,1,1,1},{1,0,0,1},{0,1,1,0},{1,0,0,1},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,1},{1,0,0,1},{0,1,1,0},{0,1,1,1},{0,1,1,1}}|{3,5,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{27,-7,-1,1}|2.2.461.2|{27,-7,-1,1}
{{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,0},{1,0,0,1},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,0}}|{7,11,13,17,19,23,29,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{30,10,-1,1}|2.2.465.1|{30,10,-1,1}
{{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,0},{1,0,0,1},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{1,0,0,1},{1,0,0,1},{1,0,0,1},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{1,0,0,1},{0,1,1,0},{0,1,1,0},{0,1,1,1},{1,0,0,1},{0,1,1,1}}|{3,5,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{13,7,-1,1}|2.2.467.1|{13,7,-1,1}
{{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{1,0,0,1},{0,1,1,0},{0,1,1,0},{1,0,0,1},{0,1,1,1},{0,1,1,1},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{1,0,0,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,1},{0,1,1,1}}|{3,5,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{22,-14,-1,1}|2.2.467.2|{22,-14,-1,1}
{{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,1},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0},{1,0,0,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0},{1,0,0,1}}|{3,5,11,13,17,19,23,29,31,37,41,43,47,53,59,61,71,73,79,83,89,97}|{4,-5,-1,1}|2.2.469.1|{4,-5,-1,1}
{{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0}}|{5,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-14,-10,-1,1}|2.2.471.1|{-14,-10,-1,1}
{{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,1},{0,1,1,1},{0,1,1,1},{0,1,1,0},{1,0,0,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,1}}|{3,5,7,13,17,19,23,29,31,37,41,47,53,59,61,67,71,73,79,83,89,97}|{-1,-5,0,1}|2.2.473.1|{-1,-5,0,1}
{{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,0},{1,0,0,1},{0,1,1,1},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,1}}|{3,5,7,13,17,19,23,29,31,37,41,47,53,59,61,67,71,73,79,83,89,97}|{-17,1,-1,1}|2.2.473.2|{-17,1,-1,1}
{{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0},{1,0,0,1}}|{5,11,13,17,19,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{3,7,-1,1}|2.2.483.1|{3,7,-1,1}
{{0,1,1,1},{0,1,1,1},{0,1,1,0},{1,0,0,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,1},{1,0,0,1},{1,0,0,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{1,0,0,1},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,1},{1,0,0,1}}|{3,5,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{19,9,-1,1}|2.2.487.3|{19,9,-1,1}
{{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{1,0,0,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{1,0,0,1},{0,1,1,0},{0,1,1,1}}|{5,11,13,17,19,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{24,0,-1,1}|2.2.483.2|{24,0,-1,1}
{{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,1},{1,0,0,1},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,1},{1,0,0,1},{0,1,1,1}}|{3,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89}|{-2,-8,0,1}|2.2.485.1|{-2,-8,0,1}
{{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,1}}|{3,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89}|{-24,-2,0,1}|2.2.485.2|{-24,-2,0,1}
{{0,1,1,1},{1,0,0,1},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0},{1,0,0,1},{1,0,0,1},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,1}}|{3,5,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{20,8,-1,1}|2.2.487.1|{20,8,-1,1}
{{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,1},{1,0,0,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,1},{1,0,0,1},{0,1,1,1},{1,0,0,1},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,0},{1,0,0,1},{1,0,0,1},{0,1,1,0},{0,1,1,0},{1,0,0,1},{0,1,1,1}}|{3,5,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-8,16,-1,1}|2.2.487.2|{-8,16,-1,1}
{{0,1,1,0},{0,1,1,1},{0,1,1,1},{1,0,0,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,1},{1,0,0,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,0},{1,0,0,1},{0,1,1,0},{0,1,1,1},{0,1,1,1}}|{5,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-24,0,-1,1}|2.2.489.1|{-24,0,-1,1}
{{0,1,1,1},{1,0,0,1},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{1,0,0,1},{0,1,1,0},{0,1,1,1},{0,1,1,0},{1,0,0,1},{0,1,1,1},{0,1,1,0},{0,1,1,1}}|{3,5,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{4,1,-1,1}|2.2.491.1|{4,1,-1,1}
{{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,1},{1,0,0,1},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,1},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{1,0,0,1}}|{3,5,7,11,13,19,23,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-12,10,0,1}|2.2.493.1|{-12,10,0,1}
{{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,1},{1,0,0,1},{1,0,0,1},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,1},{1,0,0,1},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,1}}|{3,5,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,73,79,83,89,97}|{-17,9,-1,1}|2.2.497.1|{-17,9,-1,1}
{{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0}}|{3,5,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-3,4,0,1}|2.2.499.1|{-3,4,0,1}
{{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,0},{1,0,0,1},{0,1,1,1},{0,1,1,1},{0,1,1,0},{1,0,0,1},{1,0,0,1},{0,1,1,1},{0,1,1,0},{1,0,0,1}}|{3,5,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{8,2,-1,1}|2.2.503.1|{8,2,-1,1}
{{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,0},{1,0,0,1},{0,1,1,0},{0,1,1,0},{0,1,1,1},{1,0,0,1},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,1}}|{5,7,11,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-26,0,0,1}|2.2.507.1|{-26,0,0,1}
{{0,1,1,1},{1,0,0,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,1},{1,0,0,1},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,0},{1,0,0,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,1}}|{3,5,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-5,13,-1,1}|2.2.509.1|{-5,13,-1,1}
{{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,1},{1,0,0,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{1,0,0,1},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,1},{1,0,0,1},{0,1,1,0},{0,1,1,1},{1,0,0,1},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,1},{0,1,1,1},{0,1,1,1}}|{3,5,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-10,7,0,1}|2.2.509.2|{-10,7,0,1}
{{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,0}}|{3,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-25,-11,-1,1}|2.2.515.2|{-25,-11,-1,1}
