frobenius_matrices|good_primes|kernel_polynomial|label|projective_kernel_polynomial
{{2,2,1,4},{0,3,3,2},{1,2,4,4},{0,3,3,2},{4,1,1,3},{1,2,4,4},{4,1,1,3},{2,2,1,4},{1,2,4,4},{3,3,3,0},{1,2,4,4},{4,1,1,3},{1,2,4,4},{1,2,4,4},{2,2,1,4},{0,3,3,2},{1,2,4,4},{0,3,3,2},{3,3,3,0},{0,2,2,4},{0,2,2,4},{1,2,4,4}}|{3,7,11,13,17,19,23,29,31,37,43,47,53,59,61,67,71,73,79,83,89,97}|{25614750531100,20011156479000,-2770129252700,-6664161116000,-2385941346900,1003818160300,800355795000,-466630288100,-45698260450,66094561500,17559783250,-3739319700,-1541928125,6507100,58219900,6436500,-266875,-20500,48750,-15100,-399,-40,8,0,1}|5.2.656.2|{62976,6560,-2870,-410,0,1}
{{4,2,3,3},{1,2,3,2},{0,2,2,1},{4,2,2,0},{3,4,1,0},{3,0,0,2},{3,0,0,2},{4,2,2,0},{4,2,2,0},{0,2,2,1},{0,1,4,2},{4,2,2,0},{0,2,2,1},{0,2,2,1},{0,2,2,1},{0,2,2,1},{3,0,0,2},{0,1,4,2},{0,1,4,2},{4,2,2,0},{4,2,3,3}}|{7,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{31444403886891,67818272639688,62999284753944,31869444192552,8554809502161,877916864064,118769910447,191327564421,70190616418,-3686598296,-5839458824,42977278,632587044,72767452,-35226824,-5263401,1022767,286026,-3742,-7341,1571,173,-16,-3,1}|5.2.396.4|{6424,1760,-330,-110,0,1}
{{0,1,4,1},{4,0,3,4},{0,1,4,1},{0,1,4,4},{4,3,1,1},{2,1,4,0},{4,3,1,1},{4,3,1,1},{4,3,1,1},{0,1,4,4},{4,3,1,1},{2,1,4,0},{2,1,4,0},{2,1,4,0},{4,3,1,1},{4,0,1,4},{4,3,1,1},{4,0,3,4},{0,1,4,1},{0,1,4,4},{0,1,4,4},{4,0,0,4},{0,1,4,4},{4,3,1,1}}|{2,3,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{31603488447931,-252089250376595,713655260868559,-769868853523225,-35889296949576,660710797094125,-362193193066670,-64859793427425,89682025669540,-3529958417150,-9771006589434,866034056055,620480737974,-55422299050,-25040177886,1752951750,649931415,-29564525,-10552205,252550,101094,-855,-509,0,1}|5.2.281.2|{14124184,1175985,-22480,-2810,0,1}
{{1,1,1,2},{1,4,3,3},{2,0,4,3},{1,4,3,3},{2,0,4,3},{1,4,3,3},{3,2,2,0},{2,0,4,3},{2,4,3,4},{1,4,3,3},{1,4,3,3},{2,1,4,0},{1,4,3,3},{3,2,2,0},{2,1,4,0},{1,4,3,3},{2,4,3,4},{1,0,0,1},{2,0,4,3},{2,4,3,4},{2,1,4,0},{2,0,4,3},{2,0,4,3}}|{2,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{256204600141663,-37767383765499,15379985860863,229763885109086,162979436149389,47944057515556,5479877238912,-5715250616589,-1329085114058,-536915354587,-49786857320,3719894365,3728032725,1294091895,323968620,28893110,9424050,-485465,166280,-39720,3567,-666,72,-6,1}|5.2.909.4|{-344309,-140390,-19695,-1010,0,1}
{{2,4,1,0},{0,3,3,4},{2,2,0,3},{0,2,2,1},{2,2,0,3},{2,2,0,3},{0,3,3,4},{0,2,2,1},{2,4,1,0},{0,3,3,4},{2,4,1,0},{0,2,2,3},{0,3,3,4},{0,2,2,1},{0,3,3,4},{2,2,2,0},{0,2,2,1},{0,2,2,3},{0,2,2,3},{2,4,1,0},{2,4,1,0},{2,2,2,0}}|{2,3,7,13,17,19,23,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{518279988702691,-1398501229086836,1758748261756646,-1126232151859571,494997531390626,-146570262662314,97150391087719,-7517512129149,8870955930259,-953637185494,406380333756,-78496956156,16708454896,-2332366731,623613326,-68140739,20223859,-1562239,572299,-32664,9326,-506,116,-1,1}|5.2.319.1|{-396517,-245630,-35090,-1595,0,1}
{{1,3,2,2},{3,2,4,3},{0,1,4,0},{2,2,4,2},{0,1,4,0},{0,1,4,0},{3,2,4,3},{3,2,4,3},{1,3,2,2},{2,2,4,2},{1,3,2,2},{2,4,1,0},{3,2,4,3},{3,2,4,3},{2,2,4,2},{0,4,1,3},{3,2,4,3},{2,4,1,0},{0,4,1,3},{1,3,2,2},{1,0,2,1},{0,4,1,3}}|{2,3,7,13,17,19,23,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{1113514854196900,0,5790391008911475,0,3056405030308570,0,701422623399125,0,91131070043375,0,7468185724075,0,406326145460,0,14992594150,0,375141650,0,6233240,0,65425,0,390,0,1}|5.2.319.2|{-396517,-245630,-35090,-1595,0,1}
{{0,4,1,3},{3,0,3,2},{3,1,3,3},{3,1,3,3},{3,0,3,2},{1,4,0,1},{0,4,1,3},{2,4,2,2},{0,4,1,3},{2,2,3,1},{1,2,0,1},{3,1,3,3},{1,2,0,1},{3,0,3,2},{2,2,3,1},{3,0,3,2},{3,0,3,2},{3,1,3,3},{1,2,0,1},{3,1,3,3},{2,2,3,1},{3,0,3,2},{3,0,3,2},{3,0,3,2}}|{2,3,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{1576941411077335,2040641546541105,1737750477787801,822885142663021,318426261505654,76171886800235,15774621616275,-332787005904,-610257452479,-337451846686,-31410212235,-5799360775,2079984233,77989043,92407472,-9891075,1594850,-432793,75812,-13937,1885,-480,44,-6,1}|5.2.131.2|{-914249,237110,-5895,-1310,0,1}
{{4,4,4,3},{0,4,1,1},{2,0,4,3},{0,4,1,1},{2,0,4,3},{0,4,1,4},{3,2,3,4},{2,0,4,3},{0,4,1,1},{0,4,1,1},{0,4,1,4},{2,4,4,1},{0,4,1,1},{3,2,3,4},{4,4,4,3},{0,4,1,4},{0,4,1,4},{1,0,0,1},{2,0,4,3},{0,4,1,1},{2,4,4,1},{2,0,4,3},{2,0,4,3}}|{2,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{10895279448085504,-18776282601957760,19832860515735536,-11913609837301770,4269817150760381,-438467085175352,-235493230074160,63664150431132,25271915698420,-8141201505313,-879663660893,297532209835,14590742603,-9245129085,1683098618,220831698,-1694180,4166097,853210,29592,5764,1095,141,-5,1}|5.2.909.5|{-344309,-140390,-19695,-1010,0,1}
{{0,3,3,2},{4,3,4,2},{0,3,3,2},{3,3,0,2},{0,1,4,2},{3,3,0,2},{1,4,3,3},{3,3,3,0},{0,1,4,2},{3,3,0,2},{3,3,3,0},{2,1,1,1},{4,3,4,2},{1,4,3,3},{1,4,3,3},{3,3,0,2},{1,4,3,3},{2,1,1,1},{0,1,4,2},{2,1,1,1},{3,3,0,2},{3,3,0,2},{1,4,3,3}}|{2,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{30240699233275066,25351883723869809,9774402545236596,5870791412287219,3537489145502941,1456007378989594,560403418175441,188928355613619,44344462293576,7731816261379,1104240634506,74337044349,-4018013824,1261466494,252524911,-114953681,-15863114,3039379,444236,-28376,-4559,-56,-49,-1,1}|5.2.909.6|{-36461,-28785,-6565,-505,0,1}
{{1,4,3,3},{1,4,3,3},{3,1,2,1},{1,4,3,3},{3,1,2,1},{3,1,2,1},{1,4,3,3},{1,4,3,3},{1,0,0,1},{1,4,3,3},{1,4,3,3},{3,1,2,1},{1,0,0,1},{1,0,0,1},{3,1,2,1},{3,1,2,1},{1,4,3,3},{3,1,2,1},{1,0,0,1},{1,0,0,1},{1,0,0,1},{1,4,3,3},{3,1,2,1}}|{2,3,7,11,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-1,-4,-1,1}|5.2.169.1|{-1,-4,-1,1}
{{3,1,2,1},{3,1,2,1},{3,1,2,1},{1,4,3,3},{1,0,0,1},{1,0,0,1},{1,4,3,3},{3,1,2,1},{1,4,3,3},{1,0,0,1},{1,4,3,3},{3,1,2,1},{3,1,2,1},{1,0,0,1},{1,4,3,3},{3,1,2,1},{1,4,3,3},{1,0,0,1},{1,0,0,1},{3,1,2,1},{3,1,2,1},{1,0,0,1},{3,1,2,1}}|{2,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-1,-3,0,1}|5.2.81.1|{-1,-3,0,1}
{{3,1,2,1},{1,4,3,3},{1,4,3,3},{1,0,0,1},{1,4,3,3},{3,1,2,1},{3,1,2,1},{1,0,0,1},{1,4,3,3},{3,1,2,1},{1,0,0,1},{1,0,0,1},{3,1,2,1},{1,4,3,3},{1,4,3,3},{3,1,2,1},{1,4,3,3},{1,0,0,1},{1,4,3,3},{3,1,2,1},{1,0,0,1},{3,1,2,1},{1,0,0,1}}|{2,3,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{1,-2,-1,1}|5.2.49.1|{1,-2,-1,1}
{{1,4,3,3},{1,4,3,3},{1,0,0,1},{1,0,0,1},{3,1,2,1},{1,4,3,3},{3,1,2,1},{3,1,2,1},{1,0,0,1},{1,0,0,1},{1,4,3,3},{1,4,3,3},{3,1,2,1},{3,1,2,1},{1,4,3,3},{3,1,2,1},{3,1,2,1},{1,4,3,3},{1,4,3,3},{1,4,3,3},{1,0,0,1},{3,1,2,1},{1,4,3,3}}|{2,3,7,11,13,17,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{7,-6,-1,1}|5.2.361.1|{7,-6,-1,1}
{{1,0,0,1},{3,1,2,1},{3,1,2,1},{1,4,3,3},{1,4,3,3},{3,1,2,1},{3,1,2,1},{1,0,0,1},{1,0,0,1},{3,1,2,1},{1,4,3,3},{3,1,2,1},{1,0,0,1},{1,4,3,3},{3,1,2,1},{1,0,0,1},{1,4,3,3},{1,4,3,3},{1,4,3,3},{3,1,2,1},{1,4,3,3},{1,0,0,1},{1,0,0,1}}|{2,3,7,11,13,17,19,23,29,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{8,-10,-1,1}|5.2.961.1|{8,-10,-1,1}
{{4,0,0,4},{2,4,3,4},{2,4,3,4},{1,4,3,3},{4,1,2,2},{2,4,3,4},{3,1,2,1},{4,0,0,4},{1,0,0,1},{2,4,3,4},{1,4,3,3},{2,4,3,4},{4,0,0,4},{4,1,2,2},{3,1,2,1},{1,0,0,1},{4,1,2,2},{1,4,3,3},{4,1,2,2},{3,1,2,1},{4,1,2,2},{1,0,0,1},{4,0,0,4}}|{2,3,7,11,13,17,19,23,29,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-89,23,112,7,-24,-1,1}|5.2.961.2|{8,-10,-1,1}
{{4,1,2,2},{4,1,2,2},{4,0,0,4},{1,0,0,1},{2,4,3,4},{4,1,2,2},{2,4,3,4},{3,1,2,1},{1,0,0,1},{4,0,0,4},{1,4,3,3},{4,1,2,2},{2,4,3,4},{2,4,3,4},{1,4,3,3},{3,1,2,1},{2,4,3,4},{1,4,3,3},{4,1,2,2},{1,4,3,3},{4,0,0,4},{3,1,2,1},{4,1,2,2}}|{2,3,7,11,13,17,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-11,10,47,1,-16,-1,1}|5.2.361.2|{7,-6,-1,1}
{{1,4,3,3},{4,1,2,2},{4,0,0,4},{4,1,2,2},{3,1,2,1},{2,4,3,4},{1,0,0,1},{1,4,3,3},{3,1,2,1},{4,0,0,4},{4,0,0,4},{3,1,2,1},{1,4,3,3},{1,4,3,3},{2,4,3,4},{4,1,2,2},{4,0,0,4},{4,1,2,2},{2,4,3,4},{1,0,0,1},{2,4,3,4},{4,0,0,4}}|{3,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-7,0,14,0,-7,0,1}|5.2.784.2|{1,-2,-1,1}
{{4,1,2,2},{4,1,2,2},{2,4,3,4},{1,4,3,3},{2,4,3,4},{3,1,2,1},{4,1,2,2},{1,4,3,3},{1,0,0,1},{4,1,2,2},{1,4,3,3},{2,4,3,4},{4,0,0,4},{4,0,0,4},{3,1,2,1},{3,1,2,1},{4,1,2,2},{3,1,2,1},{4,0,0,4},{1,0,0,1},{4,0,0,4},{1,4,3,3},{2,4,3,4}}|{2,3,7,11,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-5,-10,19,13,-12,-1,1}|5.2.169.2|{-1,-4,-1,1}
{{1,4,3,3},{4,1,2,2},{3,1,2,1},{4,1,2,2},{2,4,3,4},{2,4,3,4},{4,1,2,2},{1,4,3,3},{4,0,0,4},{1,4,3,3},{4,1,2,2},{2,4,3,4},{1,0,0,1},{4,0,0,4},{2,4,3,4},{3,1,2,1},{1,4,3,3},{2,4,3,4},{1,0,0,1},{1,0,0,1},{1,0,0,1},{4,1,2,2},{3,1,2,1}}|{2,3,7,11,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-1,-16,58,17,-18,-1,1}|5.2.169.3|{-1,-4,-1,1}
{{2,4,3,4},{3,1,2,1},{4,1,2,2},{2,4,3,4},{1,4,3,3},{4,1,2,2},{3,1,2,1},{3,1,2,1},{4,0,0,4},{2,4,3,4},{2,4,3,4},{1,4,3,3},{4,0,0,4},{1,0,0,1},{4,1,2,2},{1,4,3,3},{2,4,3,4},{4,1,2,2},{4,0,0,4},{1,0,0,1},{4,0,0,4},{2,4,3,4},{4,1,2,2}}|{2,3,7,11,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-1,-3,6,4,-5,-1,1}|5.2.169.4|{-1,-4,-1,1}
{{2,4,3,4},{4,1,2,2},{1,4,3,3},{4,0,0,4},{4,1,2,2},{3,1,2,1},{2,4,3,4},{1,0,0,1},{1,4,3,3},{2,4,3,4},{1,0,0,1},{4,0,0,4},{2,4,3,4},{4,1,2,2},{1,4,3,3},{3,1,2,1},{4,1,2,2},{1,0,0,1},{4,1,2,2},{3,1,2,1},{4,0,0,4},{3,1,2,1},{4,0,0,4}}|{2,3,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-1,-2,7,2,-7,-1,1}|5.2.49.2|{1,-2,-1,1}
{{2,4,3,4},{2,4,3,4},{3,1,2,1},{4,1,2,2},{4,0,0,4},{1,0,0,1},{4,1,2,2},{3,1,2,1},{1,4,3,3},{4,0,0,4},{1,4,3,3},{2,4,3,4},{2,4,3,4},{4,0,0,4},{1,4,3,3},{3,1,2,1},{4,1,2,2},{1,0,0,1},{4,0,0,4},{3,1,2,1},{2,4,3,4},{1,0,0,1},{2,4,3,4}}|{2,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-1,3,9,-4,-9,0,1}|5.2.81.2|{-1,-3,0,1}
{{4,1,2,2},{2,4,3,4},{4,0,0,4},{3,1,2,1},{4,1,2,2},{4,1,2,2},{4,0,0,4},{2,4,3,4},{1,4,3,3},{1,0,0,1},{1,0,0,1},{1,4,3,3},{2,4,3,4},{3,1,2,1},{4,1,2,2},{3,1,2,1},{4,0,0,4},{2,4,3,4},{1,4,3,3},{1,0,0,1},{1,4,3,3},{4,0,0,4}}|{2,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{1,-8,8,6,-6,-1,1}|5.2.441.2|{1,-2,-1,1}
{{4,1,2,2},{2,4,3,4},{1,0,0,1},{2,4,3,4},{1,4,3,3},{4,1,2,2},{4,0,0,4},{3,1,2,1},{1,4,3,3},{4,0,0,4},{1,0,0,1},{4,1,2,2},{2,4,3,4},{2,4,3,4},{1,4,3,3},{3,1,2,1},{4,0,0,4},{3,1,2,1},{1,4,3,3},{4,0,0,4},{4,1,2,2},{1,0,0,1}}|{2,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{1,-2,5,0,3,-1,1}|5.2.441.3|{1,-2,-1,1}
{{1,4,3,3},{2,4,3,4},{3,1,2,1},{4,0,0,4},{2,4,3,4},{4,1,2,2},{1,4,3,3},{1,0,0,1},{2,4,3,4},{1,4,3,3},{4,0,0,4},{1,0,0,1},{4,1,2,2},{3,1,2,1},{2,4,3,4},{4,1,2,2},{3,1,2,1},{1,0,0,1},{2,4,3,4},{1,4,3,3},{4,0,0,4},{4,1,2,2},{4,0,0,4}}|{2,3,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{1,-1,1,-1,1,-1,1}|5.2.49.3|{1,-2,-1,1}
{{4,1,2,2},{1,4,3,3},{4,1,2,2},{3,1,2,1},{4,0,0,4},{1,0,0,1},{2,4,3,4},{4,1,2,2},{3,1,2,1},{1,0,0,1},{2,4,3,4},{1,4,3,3},{4,1,2,2},{4,0,0,4},{2,4,3,4},{1,4,3,3},{3,1,2,1},{4,0,0,4},{1,0,0,1},{1,4,3,3},{4,1,2,2},{4,0,0,4},{1,4,3,3}}|{2,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{1,0,0,-1,0,0,1}|5.2.81.3|{-1,-3,0,1}
{{2,4,3,4},{2,4,3,4},{1,0,0,1},{3,1,2,1},{4,1,2,2},{4,1,2,2},{1,0,0,1},{2,4,3,4},{1,4,3,3},{1,0,0,1},{4,0,0,4},{4,1,2,2},{3,1,2,1},{2,4,3,4},{1,4,3,3},{2,4,3,4},{4,0,0,4},{3,1,2,1},{4,1,2,2},{4,0,0,4},{1,4,3,3},{1,0,0,1}}|{3,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{1,0,6,0,5,0,1}|5.2.784.3|{1,-2,-1,1}
{{4,1,2,2},{4,1,2,2},{1,0,0,1},{1,0,0,1},{2,4,3,4},{1,4,3,3},{3,1,2,1},{2,4,3,4},{4,0,0,4},{4,0,0,4},{4,1,2,2},{1,4,3,3},{3,1,2,1},{2,4,3,4},{4,1,2,2},{3,1,2,1},{2,4,3,4},{4,1,2,2},{1,4,3,3},{4,1,2,2},{1,0,0,1},{2,4,3,4},{4,1,2,2}}|{2,3,7,11,13,17,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{7,-5,-1,8,2,-1,1}|5.2.361.3|{7,-6,-1,1}
{{2,4,3,4},{1,4,3,3},{1,4,3,3},{1,0,0,1},{1,4,3,3},{2,4,3,4},{2,4,3,4},{1,0,0,1},{4,1,2,2},{2,4,3,4},{4,0,0,4},{4,0,0,4},{3,1,2,1},{4,1,2,2},{4,1,2,2},{2,4,3,4},{4,1,2,2},{1,0,0,1},{1,4,3,3},{3,1,2,1},{1,0,0,1},{2,4,3,4},{1,0,0,1}}|{2,3,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{29,-22,22,-8,8,-1,1}|5.2.49.4|{1,-2,-1,1}
{{1,0,0,1},{2,4,3,4},{3,1,2,1},{4,1,2,2},{4,1,2,2},{2,4,3,4},{3,1,2,1},{4,0,0,4},{4,0,0,4},{2,4,3,4},{1,4,3,3},{2,4,3,4},{1,0,0,1},{4,1,2,2},{3,1,2,1},{4,0,0,4},{1,4,3,3},{1,4,3,3},{4,1,2,2},{2,4,3,4},{4,1,2,2},{4,0,0,4},{1,0,0,1}}|{2,3,7,11,13,17,19,23,29,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{32,-36,44,-11,3,-1,1}|5.2.961.3|{8,-10,-1,1}
{{1,4,3,3},{1,4,3,3},{4,0,0,4},{1,0,0,1},{3,1,2,1},{4,1,2,2},{2,4,3,4},{2,4,3,4},{4,0,0,4},{1,0,0,1},{4,1,2,2},{4,1,2,2},{2,4,3,4},{3,1,2,1},{4,1,2,2},{3,1,2,1},{3,1,2,1},{4,1,2,2},{4,1,2,2},{4,1,2,2},{4,0,0,4},{2,4,3,4},{1,4,3,3}}|{2,3,7,11,13,17,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{121,33,37,27,21,-1,1}|5.2.361.4|{7,-6,-1,1}
{{3,1,2,1},{4,1,2,2},{4,0,0,4},{1,4,3,3},{3,1,2,1},{3,1,2,1},{4,0,0,4},{1,4,3,3},{2,4,3,4},{4,0,0,4},{4,0,0,4},{3,1,2,1},{1,4,3,3},{4,1,2,2},{3,1,2,1},{4,1,2,2},{4,0,0,4},{4,1,2,2},{3,1,2,1},{1,0,0,1},{2,4,3,4},{4,0,0,4}}|{2,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{139,-9,49,-5,7,-1,1}|5.2.441.4|{1,-2,-1,1}
{{3,1,2,1},{2,4,3,4},{4,0,0,4},{2,4,3,4},{4,1,2,2},{1,4,3,3},{1,0,0,1},{2,4,3,4},{4,1,2,2},{1,0,0,1},{1,0,0,1},{1,4,3,3},{2,4,3,4},{2,4,3,4},{1,4,3,3},{3,1,2,1},{4,0,0,4},{2,4,3,4},{4,1,2,2},{1,0,0,1},{1,4,3,3},{4,0,0,4}}|{3,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{281,-64,87,-14,12,-2,1}|5.2.784.4|{1,-2,-1,1}
{{4,0,0,4},{1,4,3,3},{4,1,2,2},{2,4,3,4},{3,1,2,1},{1,4,3,3},{1,4,3,3},{1,0,0,1},{4,0,0,4},{1,4,3,3},{3,1,2,1},{1,4,3,3},{4,0,0,4},{3,1,2,1},{1,4,3,3},{4,0,0,4},{2,4,3,4},{3,1,2,1},{3,1,2,1},{4,1,2,2},{3,1,2,1},{4,0,0,4},{4,0,0,4}}|{2,3,7,11,13,17,19,23,29,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{1396,-470,509,-73,34,-1,1}|5.2.961.4|{8,-10,-1,1}
{{0,3,3,4},{0,3,3,4},{0,3,2,0},{0,3,2,0},{0,3,3,4},{0,3,2,0},{0,3,2,0},{0,3,3,4},{0,3,3,4},{0,3,2,0},{0,3,3,4},{0,3,2,0},{0,3,3,4},{0,3,2,0},{1,0,0,1},{0,3,2,0},{0,3,2,0},{0,3,3,4},{0,3,3,4},{0,3,2,0},{0,3,2,0},{0,3,2,0},{0,3,2,0}}|{2,3,7,11,13,17,19,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{1,0,-1,1}|5.2.23.1|{1,0,-1,1}
{{0,3,3,4},{0,3,2,0},{0,3,2,0},{0,3,2,0},{0,3,2,0},{0,3,3,4},{0,3,2,0},{0,3,3,4},{0,3,3,4},{0,3,2,0},{0,3,2,0},{1,0,0,1},{1,0,0,1},{0,3,3,4},{0,3,2,0},{0,3,3,4},{0,3,3,4},{0,3,2,0},{0,3,2,0},{0,3,2,0},{0,3,3,4},{0,3,3,4}}|{3,7,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{1,1,-1,1}|5.2.44.1|{1,1,-1,1}
{{0,3,3,4},{0,3,2,0},{0,3,3,4},{0,3,2,0},{0,3,2,0},{0,3,2,0},{0,3,3,4},{0,3,2,0},{0,3,2,0},{0,3,2,0},{0,3,3,4},{0,3,2,0},{1,0,0,1},{0,3,2,0},{0,3,3,4},{0,3,2,0},{1,0,0,1},{0,3,3,4},{0,3,2,0},{0,3,2,0},{0,3,2,0},{0,3,2,0},{0,3,3,4}}|{2,3,7,11,13,17,19,23,29,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-1,1,0,1}|5.2.31.1|{-1,1,0,1}
{{0,3,3,4},{0,3,2,0},{0,3,3,4},{0,3,2,0},{0,3,3,4},{0,3,2,0},{0,3,2,0},{1,0,0,1},{0,3,3,4},{0,3,2,0},{1,0,0,1},{0,3,2,0},{0,3,2,0},{0,3,2,0},{0,3,3,4},{0,3,3,4},{0,3,2,0},{0,3,3,4},{0,3,3,4},{0,3,2,0},{0,3,2,0},{0,3,3,4}}|{7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-2,0,0,1}|5.2.108.1|{-2,0,0,1}
{{0,3,2,0},{0,3,3,4},{0,3,3,4},{0,3,2,0},{0,3,3,4},{1,0,0,1},{0,3,2,0},{0,3,2,0},{0,3,2,0},{0,3,2,0},{0,3,3,4},{0,3,3,4},{0,3,2,0},{0,3,2,0},{0,3,3,4},{0,3,2,0},{0,3,2,0},{0,3,3,4},{0,3,2,0},{1,0,0,1},{0,3,2,0},{0,3,2,0}}|{3,7,11,13,17,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-2,-2,0,1}|5.2.76.3|{-2,-2,0,1}
{{0,3,2,0},{0,3,3,4},{0,3,2,0},{0,3,3,4},{0,3,2,0},{0,3,3,4},{0,3,2,0},{0,3,2,0},{0,3,3,4},{0,3,3,4},{0,3,2,0},{0,3,3,4},{0,3,2,0},{0,3,2,0},{0,3,2,0},{1,0,0,1},{1,0,0,1},{0,3,2,0},{1,0,0,1},{0,3,3,4},{0,3,2,0},{0,3,2,0},{0,3,3,4}}|{2,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-3,0,0,1}|5.2.243.1|{-3,0,0,1}
{{0,3,2,0},{0,3,3,4},{0,3,3,4},{0,3,2,0},{0,3,2,0},{1,0,0,1},{0,3,3,4},{0,3,2,0},{0,3,3,4},{0,3,2,0},{0,3,2,0},{0,3,3,4},{0,3,2,0},{0,3,2,0},{0,3,3,4},{0,3,2,0},{0,3,2,0},{1,0,0,1},{0,3,2,0},{0,3,3,4},{0,3,2,0},{0,3,2,0},{0,3,2,0}}|{2,3,7,11,13,17,19,23,29,31,37,41,43,47,53,61,67,71,73,79,83,89,97}|{-1,2,0,1}|5.2.59.3|{-1,2,0,1}
{{0,3,3,4},{0,3,2,0},{0,3,3,4},{0,3,2,0},{0,3,2,0},{0,3,2,0},{0,3,3,4},{0,3,3,4},{0,3,2,0},{0,3,3,4},{0,3,2,0},{0,3,3,4},{0,3,2,0},{1,0,0,1},{0,3,2,0},{0,3,2,0},{0,3,3,4},{0,3,3,4},{0,3,2,0},{0,3,3,4},{0,3,2,0},{0,3,2,0},{0,3,2,0}}|{2,3,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-3,2,-1,1}|5.2.7.1|{-3,2,-1,1}
{{0,3,3,4},{0,3,2,0},{0,3,3,4},{0,3,2,0},{0,3,3,4},{0,3,2,0},{0,3,2,0},{0,3,3,4},{1,0,0,1},{0,3,2,0},{0,3,3,4},{0,3,2,0},{0,3,2,0},{0,3,2,0},{0,3,3,4},{0,3,3,4},{0,3,2,0},{1,0,0,1},{1,0,0,1},{0,3,2,0},{0,3,2,0},{0,3,3,4}}|{7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-3,-3,-1,1}|5.2.12.1|{-3,-3,-1,1}
{{0,3,3,4},{0,3,2,0},{0,3,2,0},{0,3,2,0},{0,3,3,4},{0,3,3,4},{0,3,3,4},{0,3,2,0},{0,3,3,4},{0,3,2,0},{0,3,2,0},{0,3,2,0},{1,0,0,1},{0,3,3,4},{0,3,2,0},{0,3,3,4},{0,3,2,0},{0,3,2,0},{0,3,2,0},{0,3,3,4},{0,3,3,4},{0,3,2,0},{0,3,2,0}}|{2,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-1,3,0,1}|5.2.27.1|{-1,3,0,1}
